| Key | SC Code | Description | Duration (ms) |
| insert | 052 | insert | 27 |
| ¦ | 02B | ¦ | 27 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| end | 04F | end | 30 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 28 |
| shift | 22A | shift | 13 |
| clear | 04C | clear | 23 |
| shift | 22A | shift | 1 |
| None | 073 | None | 32 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 0 |
| left | 04B | left | 24 |
| shift | 22A | shift | 1 |
| down | 050 | down | 23 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 27 |
| insert | 052 | insert | 29 |
| right | 04D | right | 25 |
| clear | 04C | clear | 25 |
| num lock | 045 | num lock | 23 |
| end | 04F | end | 22 |
| None | 073 | None | 26 |
| ' | 079 | ' | 27 |
| down | 050 | down | 26 |
| left | 04B | left | 26 |
| shift | 22A | shift | 89 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 31 |
| shift | 22A | shift | 3 |
| right | 04D | right | 28 |
| num lock | 045 | num lock | 27 |
| shift | 22A | shift | 15 |
| end | 04F | end | 26 |
| ¦ | 02B | ¦ | 24 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| None | 073 | None | 28 |
| ' | 07D | ' | 30 |
| ' | 079 | ' | 28 |
| shift | 22A | shift | 21 |
| shift | 22A | shift | 1 |
| left | 04B | left | 30 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 1 |
| down | 050 | down | 31 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 31 |
| shift | 22A | shift | 1 |
| right | 04D | right | 24 |
| num lock | 045 | num lock | 25 |
| None | 073 | None | 25 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 28 |
| ¦ | 02B | ¦ | 25 |
| left | 04B | left | 29 |
| clear | 04C | clear | 27 |
| end | 04F | end | 26 |
| down | 050 | down | 23 |
| None | 073 | None | 27 |
| shift | 22A | shift | 108 |
| insert | 052 | insert | 29 |
| shift | 22A | shift | 6 |
| right | 04D | right | 30 |
| num lock | 045 | num lock | 28 |
| ¦ | 02B | ¦ | 29 |
| ' | 07D | ' | 25 |
| ' | 079 | ' | 26 |
| shift | 22A | shift | 16 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 6 |
| end | 04F | end | 25 |
| shift | 22A | shift | 1 |
| down | 050 | down | 26 |
| None | 073 | None | 27 |
| shift | 22A | shift | 20 |
| ¦ | 02B | ¦ | 21 |
| ' | 07D | ' | 25 |
| ' | 079 | ' | 27 |
| shift | 22A | shift | 22 |
| left | 04B | left | 26 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| None | 073 | None | 18 |
| clear | 04C | clear | 23 |
| right | 04D | right | 21 |
| insert | 052 | insert | 21 |
| num lock | 045 | num lock | 26 |
| end | 04F | end | 23 |
| down | 050 | down | 25 |
| ¦ | 02B | ¦ | 24 |
| ' | 07D | ' | 26 |
| ' | 079 | ' | 25 |
| None | 073 | None | 28 |
| insert | 052 | insert | 27 |
| left | 04B | left | 30 |
| clear | 04C | clear | 30 |
| right | 04D | right | 30 |
| end | 04F | end | 24 |
| ¦ | 02B | ¦ | 24 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 27 |
| None | 073 | None | 29 |
| shift | 22A | shift | 181 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 32 |
| shift | 22A | shift | 1 |
| left | 04B | left | 30 |
| shift | 22A | shift | 0 |
| clear | 04C | clear | 32 |
| shift | 22A | shift | 1 |
| num lock | 045 | num lock | 32 |
| shift | 22A | shift | 2 |
| down | 050 | down | 31 |
| shift | 22A | shift | 12 |
| right | 04D | right | 29 |
| ¦ | 02B | ¦ | 23 |
| shift | 22A | shift | 10 |
| ' | 07D | ' | 21 |
| ' | 079 | ' | 24 |
| shift | 22A | shift | 21 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 26 |
| None | 073 | None | 27 |
| shift | 22A | shift | 2 |
| left | 04B | left | 27 |
| clear | 04C | clear | 22 |
| num lock | 045 | num lock | 23 |
| end | 04F | end | 26 |
| down | 050 | down | 30 |
| right | 04D | right | 26 |
| ¦ | 02B | ¦ | 56 |
| None | 073 | None | 47 |
| shift | 22A | shift | 103 |
| insert | 052 | insert | 47 |
| shift | 22A | shift | 6 |
| left | 04B | left | 17 |
| num lock | 045 | num lock | 18 |
| shift | 22A | shift | 5 |
| ' | 07D | ' | 15 |
| ' | 079 | ' | 13 |
| shift | 22A | shift | 9 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 14 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 15 |
| end | 04F | end | 24 |
| shift | 22A | shift | 1 |
| down | 050 | down | 24 |
| ¦ | 02B | ¦ | 24 |
| shift | 22A | shift | 3 |
| None | 073 | None | 26 |
| insert | 052 | insert | 22 |
| num lock | 045 | num lock | 23 |
| left | 04B | left | 30 |
| clear | 04C | clear | 28 |
| ' | 07D | ' | 26 |
| ' | 079 | ' | 25 |
| right | 04D | right | 25 |
| end | 04F | end | 25 |
| down | 050 | down | 25 |
| ¦ | 02B | ¦ | 26 |
| None | 073 | None | 26 |
| ¹ | 002 | ¹ | 3291 |
| insert | 052 | insert | 26 |
| shift | 22A | shift | 140 |
| shift | 22A | shift | 2 |
| left | 04B | left | 26 |
| shift | 22A | shift | 4 |
| num lock | 045 | num lock | 30 |
| shift | 22A | shift | 3 |
| clear | 04C | clear | 35 |
| shift | 22A | shift | 8 |
| end | 04F | end | 30 |
| ¦ | 02B | ¦ | 30 |
| ' | 07D | ' | 27 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 0 |
| right | 04D | right | 30 |
| None | 073 | None | 27 |
| shift | 22A | shift | 2 |
| ' | 079 | ' | 32 |
| shift | 22A | shift | 14 |
| shift | 22A | shift | 0 |
| insert | 052 | insert | 32 |
| down | 050 | down | 27 |
| left | 04B | left | 27 |
| num lock | 045 | num lock | 27 |
| clear | 04C | clear | 28 |
| ¦ | 02B | ¦ | 29 |
| ' | 07D | ' | 27 |
| None | 073 | None | 28 |
| ' | 079 | ' | 28 |
| end | 04F | end | 26 |
| down | 050 | down | 26 |
| insert | 052 | insert | 24 |
| right | 04D | right | 26 |
| left | 04B | left | 27 |
| ' | 07D | ' | 25 |
| None | 073 | None | 26 |
| shift | 22A | shift | 148 |
| clear | 04C | clear | 28 |
| num lock | 045 | num lock | 29 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| ' | 079 | ' | 31 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 32 |
| shift | 22A | shift | 2 |
| left | 04B | left | 31 |
| shift | 22A | shift | 1 |
| right | 04D | right | 29 |
| shift | 22A | shift | 3 |
| end | 04F | end | 30 |
| ¦ | 02B | ¦ | 28 |
| shift | 22A | shift | 5 |
| down | 050 | down | 29 |
| shift | 22A | shift | 0 |
| ' | 07D | ' | 24 |
| None | 073 | None | 29 |
| clear | 04C | clear | 25 |
| num lock | 045 | num lock | 26 |
| ' | 079 | ' | 29 |
| insert | 052 | insert | 29 |
| left | 04B | left | 29 |
| right | 04D | right | 29 |
| shift | 22A | shift | 96 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 25 |
| num lock | 045 | num lock | 56 |
| shift | 22A | shift | 7 |
| end | 04F | end | 57 |
| None | 073 | None | 64 |
| shift | 22A | shift | 9 |
| down | 050 | down | 66 |
| shift | 22A | shift | 1 |
| ¦ | 02B | ¦ | 73 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 2 |
| ' | 07D | ' | 38 |
| ' | 079 | ' | 24 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 15 |
| shift | 22A | shift | 2 |
| left | 04B | left | 13 |
| shift | 22A | shift | 1 |
| right | 04D | right | 12 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 3 |
| end | 04F | end | 7 |
| shift | 22A | shift | 1 |
| down | 050 | down | 6 |
| shift | 22A | shift | 1 |
| ¦ | 02B | ¦ | 9 |
| None | 073 | None | 10 |
| ' | 07D | ' | 18 |
| shift | 22A | shift | 12 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 24 |
| ' | 079 | ' | 24 |
| insert | 052 | insert | 25 |
| left | 04B | left | 26 |
| right | 04D | right | 27 |
| num lock | 045 | num lock | 26 |
| end | 04F | end | 26 |
| None | 073 | None | 29 |
| ¦ | 02B | ¦ | 29 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 28 |
| shift | 22A | shift | 98 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 31 |
| shift | 22A | shift | 0 |
| left | 04B | left | 32 |
| shift | 22A | shift | 0 |
| clear | 04C | clear | 29 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| down | 050 | down | 33 |
| num lock | 045 | num lock | 28 |
| shift | 22A | shift | 15 |
| right | 04D | right | 29 |
| shift | 22A | shift | 1 |
| end | 04F | end | 25 |
| None | 073 | None | 26 |
| ¦ | 02B | ¦ | 22 |
| shift | 22A | shift | 26 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| ' | 079 | ' | 30 |
| ' | 07D | ' | 28 |
| shift | 22A | shift | 8 |
| insert | 052 | insert | 29 |
| shift | 22A | shift | 1 |
| left | 04B | left | 29 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 29 |
| shift | 22A | shift | 1 |
| right | 04D | right | 22 |
| num lock | 045 | num lock | 26 |
| end | 04F | end | 25 |
| None | 073 | None | 24 |
| down | 050 | down | 26 |
| ¦ | 02B | ¦ | 29 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 26 |
| insert | 052 | insert | 31 |
| left | 04B | left | 29 |
| clear | 04C | clear | 28 |
| right | 04D | right | 27 |
| shift | 22A | shift | 111 |
| end | 04F | end | 28 |
| None | 073 | None | 29 |
| shift | 22A | shift | 17 |
| num lock | 045 | num lock | 32 |
| esc | 001 | esc | 4185 |
| ` | 029 | ` | 4185 |
| ¹ | 002 | ¹ | 844 |
| tab | 00F | tab | 4186 |
| caps lock | 03A | caps lock | 4195 |
| ¢ | 02E | ¢ | 4194 |
| shift | 02A | shift | 4196 |
| ctrl | 01D | ctrl | 4195 |
| 2 | 050 | 2 | 31 |
| ¬ | 02B | ¬ | 31 |
| ' | 07D | ' | 32 |
| ' | 079 | ' | 33 |
| None | 073 | None | 39 |
| shift | 22A | shift | 83 |
| insert | 052 | insert | 39 |
| shift | 22A | shift | 1 |
| left | 04B | left | 40 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 43 |
| shift | 22A | shift | 1 |
| right | 04D | right | 40 |
| shift | 22A | shift | 1 |
| end | 04F | end | 39 |
| shift | 22A | shift | 1 |
| esc | 001 | esc | 41 |
| ` | 029 | ` | 41 |
| ¹ | 002 | ¹ | 41 |
| tab | 00F | tab | 41 |
| ¢ | 02E | ¢ | 40 |
| caps lock | 03A | caps lock | 42 |
| shift | 02A | shift | 41 |
| down | 050 | down | 29 |
| ctrl | 01D | ctrl | 62 |
| num lock | 045 | num lock | 32 |
| ¬ | 02B | ¬ | 33 |
| ' | 07D | ' | 35 |
| ' | 079 | ' | 32 |
| None | 073 | None | 37 |
| insert | 052 | insert | 34 |
| left | 04B | left | 28 |
| clear | 04C | clear | 28 |
| shift | 22A | shift | 106 |
| shift | 22A | shift | 8 |
| right | 04D | right | 29 |
| num lock | 045 | num lock | 28 |
| shift | 22A | shift | 5 |
| end | 04F | end | 27 |
| ¦ | 02B | ¦ | 27 |
| shift | 22A | shift | 2 |
| ctrl | 01D | ctrl | 60 |
| esc | 001 | esc | 86 |
| ¹ | 002 | ¹ | 88 |
| ` | 029 | ` | 87 |
| tab | 00F | tab | 86 |
| caps lock | 03A | caps lock | 86 |
| ¢ | 02E | ¢ | 89 |
| shift | 02A | shift | 85 |
| None | 073 | None | 34 |
| 2 | 050 | 2 | 29 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 28 |
| end | 04F | end | 44 |
| insert | 052 | insert | 40 |
| num lock | 045 | num lock | 21 |
| ¦ | 02B | ¦ | 24 |
| None | 073 | None | 21 |
| left | 04B | left | 24 |
| clear | 04C | clear | 26 |
| right | 04D | right | 23 |
| down | 050 | down | 28 |
| ' | 07D | ' | 22 |
| ' | 079 | ' | 23 |
| insert | 052 | insert | 54 |
| end | 04F | end | 44 |
| None | 073 | None | 45 |
| shift | 22A | shift | 223 |
| left | 04B | left | 13 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 19 |
| shift | 22A | shift | 1 |
| right | 04D | right | 21 |
| num lock | 045 | num lock | 21 |
| ' | 07D | ' | 25 |
| shift | 22A | shift | 8 |
| ' | 079 | ' | 27 |
| shift | 22A | shift | 23 |
| end | 04F | end | 26 |
| ¦ | 02B | ¦ | 26 |
| esc | 001 | esc | 208 |
| ¹ | 002 | ¹ | 205 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 1 |
| None | 073 | None | 34 |
| shift | 22A | shift | 11 |
| insert | 052 | insert | 30 |
| shift | 22A | shift | 1 |
| left | 04B | left | 30 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 34 |
| shift | 22A | shift | 2 |
| right | 04D | right | 36 |
| shift | 22A | shift | 2 |
| ' | 07D | ' | 31 |
| ' | 079 | ' | 32 |
| end | 04F | end | 24 |
| num lock | 045 | num lock | 34 |
| ¦ | 02B | ¦ | 30 |
| None | 073 | None | 31 |
| left | 04B | left | 23 |
| insert | 052 | insert | 20 |
| clear | 04C | clear | 20 |
| shift | 22A | shift | 101 |
| right | 04D | right | 24 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| num lock | 045 | num lock | 27 |
| ¹ | 002 | ¹ | 129 |
| shift | 22A | shift | 13 |
| shift | 22A | shift | 7 |
| left | 04B | left | 26 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 30 |
| None | 073 | None | 31 |
| ' | 07D | ' | 30 |
| ' | 079 | ' | 29 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 3 |
| end | 04F | end | 32 |
| ¦ | 02B | ¦ | 32 |
| shift | 22A | shift | 13 |
| shift | 22A | shift | 0 |
| insert | 052 | insert | 32 |
| right | 04D | right | 27 |
| num lock | 045 | num lock | 28 |
| down | 050 | down | 28 |
| ' | 07D | ' | 27 |
| None | 073 | None | 29 |
| ' | 079 | ' | 29 |
| ¦ | 02B | ¦ | 26 |
| insert | 052 | insert | 23 |
| left | 04B | left | 25 |
| clear | 04C | clear | 27 |
| end | 04F | end | 26 |
| ' | 07D | ' | 25 |
| None | 073 | None | 25 |
| right | 04D | right | 26 |
| down | 050 | down | 26 |
| shift | 22A | shift | 153 |
| shift | 22A | shift | 1 |
| left | 04B | left | 25 |
| shift | 22A | shift | 10 |
| insert | 052 | insert | 30 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 32 |
| num lock | 045 | num lock | 30 |
| shift | 22A | shift | 1 |
| end | 04F | end | 29 |
| ' | 079 | ' | 27 |
| None | 073 | None | 26 |
| shift | 22A | shift | 34 |
| shift | 22A | shift | 1 |
| ¦ | 02B | ¦ | 30 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 29 |
| shift | 22A | shift | 6 |
| ¢ | 02E | ¢ | 688 |
| shift | 02A | shift | 683 |
| ctrl | 01D | ctrl | 703 |
| 0 | 052 | 0 | 29 |
| 4 | 04B | 4 | 25 |
| 5 | 04C | 5 | 25 |
| 6 | 04D | 6 | 25 |
| 1 | 04F | 1 | 26 |
| tab | 00F | tab | 723 |
| caps lock | 03A | caps lock | 721 |
| ¡ | 002 | ¡ | 275 |
| esc | 001 | esc | 464 |
| ` | 029 | ` | 730 |
| ' | 079 | ' | 28 |
| None | 073 | None | 34 |
| down | 050 | down | 34 |
| num lock | 045 | num lock | 37 |
| ' | 07D | ' | 32 |
| insert | 052 | insert | 34 |
| left | 04B | left | 35 |
| clear | 04C | clear | 34 |
| right | 04D | right | 34 |
| `¢ | 02E | `¢ | 53 |
| shift | 02A | shift | 56 |
| ctrl | 01D | ctrl | 53 |
| tab | 00F | tab | 32 |
| caps lock | 03A | caps lock | 32 |
| esc | 001 | esc | 32 |
| ¡ | 002 | ¡ | 35 |
| ` | 029 | ` | 33 |
| end | 04F | end | 30 |
| ¬ | 02B | ¬ | 25 |
| None | 073 | None | 32 |
| ' | 07D | ' | 33 |
| ' | 079 | ' | 32 |
| insert | 052 | insert | 33 |
| left | 04B | left | 29 |
| end | 04F | end | 23 |
| down | 050 | down | 25 |
| None | 073 | None | 27 |
| shift | 22A | shift | 267 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 41 |
| ' | 079 | ' | 41 |
| ¦ | 02B | ¦ | 37 |
| num lock | 045 | num lock | 35 |
| shift | 22A | shift | 8 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 22 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 32 |
| shift | 22A | shift | 1 |
| right | 04D | right | 25 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 3 |
| left | 04B | left | 28 |
| tab | 00F | tab | 142 |
| caps lock | 03A | caps lock | 143 |
| ¢ | 02E | ¢ | 153 |
| shift | 22A | shift | 10 |
| end | 04F | end | 28 |
| shift | 22A | shift | 3 |
| None | 073 | None | 24 |
| ¦ | 02B | ¦ | 19 |
| shift | 22A | shift | 22 |
| down | 050 | down | 28 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 39 |
| ' | 079 | ' | 38 |
| shift | 22A | shift | 8 |
| shift | 22A | shift | 3 |
| clear | 04C | clear | 24 |
| shift | 22A | shift | 5 |
| insert | 052 | insert | 38 |
| shift | 22A | shift | 1 |
| left | 04B | left | 39 |
| end | 04F | end | 32 |
| None | 073 | None | 15 |
| num lock | 045 | num lock | 12 |
| ¦ | 02B | ¦ | 17 |
| ' | 07D | ' | 23 |
| ' | 079 | ' | 24 |
| None | 073 | None | 23 |
| left | 04B | left | 25 |
| clear | 04C | clear | 27 |
| right | 04D | right | 26 |
| end | 04F | end | 25 |
| ¦ | 02B | ¦ | 27 |
| ' | 07D | ' | 21 |
| ' | 079 | ' | 21 |
| shift | 22A | shift | 144 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 9 |
| insert | 052 | insert | 58 |
| num lock | 045 | num lock | 56 |
| shift | 22A | shift | 39 |
| left | 04B | left | 74 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 64 |
| None | 073 | None | 60 |
| shift | 22A | shift | 5 |
| ¦ | 02B | ¦ | 54 |
| ' | 07D | ' | 11 |
| ' | 079 | ' | 13 |
| shift | 22A | shift | 9 |
| right | 04D | right | 12 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 8 |
| num lock | 045 | num lock | 8 |
| left | 04B | left | 8 |
| clear | 04C | clear | 8 |
| end | 04F | end | 8 |
| down | 050 | down | 8 |
| None | 073 | None | 10 |
| ¦ | 02B | ¦ | 17 |
| right | 04D | right | 20 |
| shift | 22A | shift | 61 |
| ' | 07D | ' | 26 |
| shift | 22A | shift | 1 |
| ' | 079 | ' | 27 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 3 |
| left | 04B | left | 27 |
| num lock | 045 | num lock | 26 |
| shift | 22A | shift | 1 |
| end | 04F | end | 26 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 26 |
| shift | 22A | shift | 1 |
| down | 050 | down | 26 |
| ¦ | 02B | ¦ | 25 |
| shift | 22A | shift | 10 |
| right | 04D | right | 22 |
| None | 073 | None | 23 |
| shift | 22A | shift | 18 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 28 |
| shift | 22A | shift | 7 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 23 |
| left | 04B | left | 23 |
| clear | 04C | clear | 26 |
| num lock | 045 | num lock | 27 |
| right | 04D | right | 27 |
| ¦ | 02B | ¦ | 25 |
| None | 073 | None | 28 |
| end | 04F | end | 29 |
| down | 050 | down | 26 |
| ' | 07D | ' | 24 |
| ' | 079 | ' | 25 |
| insert | 052 | insert | 22 |
| ¦ | 02B | ¦ | 23 |
| None | 073 | None | 23 |
| ' | 07D | ' | 25 |
| ' | 079 | ' | 24 |
| left | 04B | left | 22 |
| shift | 22A | shift | 195 |
| insert | 052 | insert | 28 |
| shift | 22A | shift | 0 |
| clear | 04C | clear | 29 |
| shift | 22A | shift | 2 |
| right | 04D | right | 31 |
| num lock | 045 | num lock | 30 |
| None | 073 | None | 30 |
| shift | 22A | shift | 9 |
| shift | 22A | shift | 13 |
| ¦ | 02B | ¦ | 28 |
| shift | 22A | shift | 2 |
| end | 04F | end | 26 |
| shift | 22A | shift | 2 |
| ' | 07D | ' | 26 |
| shift | 22A | shift | 4 |
| ' | 079 | ' | 28 |
| insert | 052 | insert | 28 |
| left | 04B | left | 24 |
| clear | 04C | clear | 28 |
| num lock | 045 | num lock | 30 |
| down | 050 | down | 30 |
| right | 04D | right | 27 |
| None | 073 | None | 29 |
| end | 04F | end | 24 |
| ¦ | 02B | ¦ | 25 |
| left | 04B | left | 26 |
| ' | 07D | ' | 25 |
| ' | 079 | ' | 27 |
| shift | 22A | shift | 128 |
| clear | 04C | clear | 31 |
| shift | 22A | shift | 1 |
| right | 04D | right | 32 |
| shift | 22A | shift | 0 |
| insert | 052 | insert | 31 |
| num lock | 045 | num lock | 31 |
| None | 073 | None | 28 |
| shift | 22A | shift | 22 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 20 |
| ¦ | 02B | ¦ | 23 |
| shift | 22A | shift | 3 |
| end | 04F | end | 29 |
| shift | 22A | shift | 1 |
| down | 050 | down | 31 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 26 |
| shift | 22A | shift | 15 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 0 |
| insert | 052 | insert | 32 |
| shift | 22A | shift | 1 |
| None | 073 | None | 28 |
| left | 04B | left | 26 |
| clear | 04C | clear | 25 |
| right | 04D | right | 25 |
| num lock | 045 | num lock | 26 |
| end | 04F | end | 40 |
| down | 050 | down | 50 |
| ¦ | 02B | ¦ | 43 |
| ' | 07D | ' | 43 |
| ' | 079 | ' | 42 |
| insert | 052 | insert | 19 |
| None | 073 | None | 10 |
| shift | 22A | shift | 91 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 2 |
| left | 04B | left | 29 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 0 |
| right | 04D | right | 26 |
| num lock | 045 | num lock | 32 |
| shift | 22A | shift | 16 |
| end | 04F | end | 29 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| down | 050 | down | 32 |
| ¦ | 02B | ¦ | 32 |
| ' | 07D | ' | 31 |
| ' | 079 | ' | 33 |
| shift | 22A | shift | 20 |
| insert | 052 | insert | 26 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| None | 073 | None | 26 |
| left | 04B | left | 24 |
| clear | 04C | clear | 28 |
| num lock | 045 | num lock | 27 |
| ¹ | 002 | ¹ | 1339 |
| tab | 00F | tab | 1146 |
| `¢ | 02E | `¢ | 1141 |
| caps lock | 03A | caps lock | 1145 |
| shift | 02A | shift | 1352 |
| ctrl | 01D | ctrl | 1354 |
| esc | 001 | esc | 1344 |
| ` | 029 | ` | 1344 |
| right | 04D | right | 34 |
| end | 04F | end | 34 |
| down | 050 | down | 34 |
| ¬ | 02B | ¬ | 35 |
| ' | 07D | ' | 34 |
| ' | 079 | ' | 33 |
| None | 073 | None | 34 |
| insert | 052 | insert | 32 |
| left | 04B | left | 37 |
| shift | 22A | shift | 119 |
| shift | 22A | shift | 17 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 1 |
| num lock | 045 | num lock | 29 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| end | 04F | end | 31 |
| ¦ | 02B | ¦ | 30 |
| shift | 22A | shift | 14 |
| shift | 22A | shift | 1 |
| right | 04D | right | 29 |
| shift | 22A | shift | 2 |
| down | 050 | down | 30 |
| shift | 22A | shift | 5 |
| insert | 052 | insert | 30 |
| None | 073 | None | 35 |
| shift | 22A | shift | 11 |
| shift | 22A | shift | 1 |
